UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type,vib_rms,vib_crest_factor,vib_bpfo_energy,vib_bpfi_energy,vib_bsf_energy
2520,M,300.02,310.02,1504,25.92,33.7,0,No_Failure,0.059257394753586864,3.1013372075426955,17.507237609851504,13.66570388810394,9.64793092753874
2521,M,302.11,311.09,1268,55.73,174.4,0,No_Failure,0.17814126711681338,3.0790429607188603,108.70604341604408,91.77667962821302,47.93802905045003
2522,L,300.8,311.2,1459,50.68,173.3,0,No_Failure,0.1776103497018779,2.812719767686215,133.1089106238134,83.98201862703192,61.027743322103596
2523,L,300.03,310.51,1761,52.49,181.6,0,No_Failure,0.19065191595752135,2.6700003094143394,145.2946075150913,106.60800759600505,63.34724621055086
2524,L,299.97,308.8,1303,29.27,191.3,0,No_Failure,0.2078821147999149,2.5225915541828297,124.69489724892709,104.04550002650649,70.12084331028598
2525,M,298.09,309.06,1261,54.45,81.7,0,No_Failure,0.07494715278258327,2.9647381560302994,42.20542723947273,23.975573443575186,17.822147051466786
2526,L,301.01,313.35,1275,59.67,248.5,1,Tool_Wear_Failure,0.3292736587617045,2.449983870200079,207.27514025616358,188.36792466892416,81.25386782090094
2527,L,299.92,310.75,1979,50.45,18.2,0,No_Failure,0.05583738620561019,3.140095489113142,12.918971596997675,11.0533467830668,9.506050192489365
2528,H,299.0,308.83,1584,56.48,166.9,0,No_Failure,0.16466667089465647,2.5249500589174607,121.67496493001738,91.948800062608,44.30202815881726
2529,L,302.21,311.9,1451,47.98,242.7,0,No_Failure,0.314019132548735,2.5123795602317176,243.29095379468015,176.6071113367496,111.25330454289994
2530,H,297.5,307.29,1512,31.53,61.1,0,No_Failure,0.0639571499990661,4.299754346154681,20.668531907718986,18.86673494972764,14.96938826903408
2531,M,299.16,308.39,1541,45.08,72.5,0,No_Failure,0.06895002069987707,3.0518990421828165,24.653437886602262,23.899132406087833,17.40731928134803
2532,M,302.06,312.31,1385,29.8,147.0,0,No_Failure,0.14019299996429643,2.8622655742027963,102.08619365432654,76.71570568619086,41.90317292379994
2533,L,300.63,309.49,1407,34.03,195.3,0,No_Failure,0.21719363217726806,2.5330474077268694,123.02283165737914,118.21397148014506,72.53590794186418
2534,L,299.9,308.01,1472,43.16,82.2,0,No_Failure,0.07265144075075457,3.3136351067703957,28.514399817377445,28.059056485846597,14.975446822990516
2535,M,300.5,310.72,1370,41.82,212.2,0,No_Failure,0.2463208985586341,2.498721859048738,149.60499170637718,123.43302940747688,66.49193959986484
2536,M,300.36,310.38,1429,44.63,63.3,0,No_Failure,0.06624019830236684,3.06175226727984,27.719338514042494,22.69899239003439,13.618581459191144
2537,M,296.97,306.4,1564,22.08,221.6,0,No_Failure,0.26793792684518475,2.4680254850806045,198.1676802099954,152.19012405581654,92.38130870302449
2538,L,299.3,308.02,1321,38.46,63.2,0,No_Failure,0.06879556120531208,2.928701703486771,32.46222788358407,24.04626404848472,13.901352684794333
2539,M,303.23,313.52,1970,45.49,157.4,0,No_Failure,0.15237603598390778,2.5851554037400835,95.33332653384922,69.58797531605408,50.5166148010037
2540,M,298.68,307.69,1636,47.48,92.4,0,No_Failure,0.08028380580893706,3.190489490645412,39.04445934788753,30.072116509276487,14.951981151685441
2541,M,299.36,309.22,1271,48.14,83.5,0,No_Failure,0.07726343325316896,3.0009224603776286,33.59646892265722,31.66398011502105,15.036620648490219
2542,M,298.92,310.68,1054,42.51,91.5,0,No_Failure,0.0836094456705013,3.172097159105158,50.76846765707943,32.71812726878144,24.3175537439625
2543,M,299.83,310.48,1376,36.21,127.8,0,No_Failure,0.1140118806224777,2.8440455204927355,66.95261293921688,48.652304232317775,23.813451537854675
2544,M,298.83,307.46,1623,45.01,214.3,0,No_Failure,0.2525689805305471,2.512416994512877,201.28654844244,130.52881717691375,71.913895721413
2545,L,300.97,309.7,1588,37.0,189.8,0,No_Failure,0.2071755210076342,2.645588015057376,160.02036563741663,111.31309757767093,64.84171381593886
2546,L,300.39,310.55,1480,49.01,112.3,0,No_Failure,0.09935984965643808,3.2284463006298467,62.800608957225876,43.16579472971046,24.968717312556947
2547,L,301.55,310.17,1392,44.27,70.5,0,No_Failure,0.06757002756149044,3.4338380660806367,34.66659157429341,25.951326661942755,16.178855994067483
2548,L,297.9,305.9,1337,39.38,213.6,0,No_Failure,0.24956493519148615,2.5443679794653575,144.87619461573934,136.69696724020926,79.82846820862828
2549,L,299.32,309.85,1428,32.31,217.5,0,No_Failure,0.2605821379093004,2.4685824527979032,201.83089984134693,148.39528039675736,67.8676563279224
2550,L,299.55,309.87,1318,51.19,113.4,0,No_Failure,0.10033278141836319,2.850233022090476,66.6814681619866,49.00222619343755,26.2812832473335
2551,L,300.91,311.36,1428,45.59,174.0,0,No_Failure,0.17739486304468569,2.802521447668213,135.5601876418437,97.23628104686168,48.75079817076906
2552,L,298.41,308.68,1740,61.03,92.3,1,Power_Failure,0.08286447088589016,2.931767585514817,35.13004149658767,39.4221344778672,20.06049469861915
2553,M,301.83,311.77,1361,45.26,40.3,0,No_Failure,0.062062299529859075,3.378603293411416,21.52855450471684,17.882515691463837,8.559551782664336
2554,H,302.37,311.71,1610,46.1,85.4,0,No_Failure,0.07855374273672897,2.996459608035783,35.76902810051768,30.427246684021622,20.820484386613572
2555,L,298.02,308.54,1637,25.35,170.5,0,No_Failure,0.1719947278365759,2.7601782152716776,107.45429138035534,77.73372497710359,47.588837987256255
2556,H,299.02,310.55,1306,43.1,197.4,0,No_Failure,0.2207583013151857,2.561200086164239,119.59769953052057,94.94898550903503,73.1145664571117
2557,L,298.94,308.43,1348,36.83,212.9,0,No_Failure,0.25243039096407915,2.5071700254963747,187.8076269419778,122.20862074362485,89.26905083800378
2558,L,305.26,314.24,1692,48.26,4.4,0,No_Failure,0.055539961986202466,3.502352279657969,11.978671274984142,12.481974487609373,7.6790604115561045
2559,L,299.14,308.01,1333,43.35,121.6,0,No_Failure,0.10606893392723483,2.762236612241808,61.53064840753269,45.38175909786542,28.75189704803765
2560,L,303.36,312.49,1490,49.85,68.5,0,No_Failure,0.0700099677129878,3.664163646877657,34.09987870016516,26.14254906012861,14.451687668069956
2561,M,297.47,307.67,1867,61.33,174.0,1,Power_Failure,0.17864204506813597,2.6161104948251324,123.90952950448514,94.48091583153824,58.54582501285738
2562,M,298.02,305.88,1676,32.02,64.3,0,No_Failure,0.06768618108312936,3.45831339502641,24.374112591390475,22.014279468600126,11.396552917709663
2563,L,298.63,309.07,1515,49.47,141.6,0,No_Failure,0.13340417331087076,2.9618731007156835,93.56375669376352,68.69945608073945,39.73144075024491
2564,L,298.31,308.95,1651,46.84,178.0,0,No_Failure,0.18343555158361674,2.6728379752471336,134.72227801672562,102.90839671358131,61.73465603252201
2565,L,299.46,307.67,1490,59.79,192.5,0,No_Failure,0.21063560292966968,2.516932459830986,164.77702218425026,109.95430533902046,67.16450864577496
2566,L,298.58,307.6,1683,47.05,67.4,0,No_Failure,0.07137431446035442,3.102014615667005,28.993060837102746,21.692219942950253,13.71037636303297
2567,L,298.36,308.44,1132,46.01,22.0,0,No_Failure,0.05727682381578611,3.3725635572380512,16.17348574941879,9.639148750071904,9.283909964975962
2568,L,302.32,312.17,1475,48.51,54.7,0,No_Failure,0.06527589754795603,2.975983613074389,21.35805281500341,20.548752906438352,11.285697320866479
2569,M,302.45,312.97,1124,49.21,152.8,0,No_Failure,0.14576793408367542,2.560929718051042,109.87161784584991,72.07892717253279,38.51422331547245
2570,H,301.9,311.76,1529,54.54,15.1,0,No_Failure,0.05734913586327101,3.3279994023904846,13.072510374009976,11.825543495860373,10.158233933457856
2571,L,301.05,312.31,1457,31.81,39.7,0,No_Failure,0.05842907900187599,3.2133767858473536,19.46936393057152,14.72620865392334,11.82198750344754
2572,H,300.19,309.86,1745,36.08,253.9,1,Tool_Wear_Failure,0.34650798887262835,2.499565918684851,231.8561896203302,182.48448069953798,112.66913142941593
2573,L,299.01,308.02,1628,57.35,95.6,0,No_Failure,0.08495211555165827,2.9636168684193143,52.074330442533764,35.57244401170247,19.35335996494857
2574,L,298.09,307.03,1405,20.41,124.1,0,No_Failure,0.11108497623257824,2.8660012688619387,55.06235460984948,55.87089863110686,36.686028187382405
2575,L,300.73,311.46,1427,39.15,2.8,0,No_Failure,0.05937042538089082,3.4406001280688776,14.153808150677836,11.72832617015842,8.59229431554588
2576,M,297.65,307.68,1569,41.5,151.0,0,No_Failure,0.14243816858046987,2.70162350956367,87.63025747485622,67.51313370587071,40.037680018932555
2577,H,298.01,308.65,1397,38.23,86.3,0,No_Failure,0.07999467404383359,3.1475896893678352,42.57551853690903,25.344441240807306,20.33051664007973
2578,M,302.31,312.92,1494,55.81,135.5,0,No_Failure,0.1230747951058113,2.809317108541041,89.36598549582416,60.998226596616604,38.603961747440174
2579,L,303.8,311.78,1737,44.76,131.5,0,No_Failure,0.11759430462109831,2.8121644594796766,67.94522493648604,58.33188093297136,34.576886262970675
2580,M,300.79,309.65,1351,36.13,244.9,1,Tool_Wear_Failure,0.32323633943853486,2.6185762486012703,249.674087107023,134.36975083453228,109.36301594652659
2581,L,302.21,311.19,1419,33.66,67.1,0,No_Failure,0.07010053714201364,3.35270410409127,36.30812616128498,22.804858717580295,13.38309649388956
2582,M,299.51,308.69,1445,42.82,145.6,0,No_Failure,0.13639716208664904,2.947551518168612,88.57859986622434,66.01475072498525,46.79777482525304
2583,L,297.32,306.9,2068,51.66,95.4,1,Power_Failure,0.08462677005670605,3.311419549618315,44.908036415670836,36.61421980087565,22.749756235272475
2584,L,301.22,312.22,1609,41.38,105.5,0,No_Failure,0.09420429726718192,3.2653693550492546,47.46963290550603,44.29848639268454,29.501984545020925
2585,L,301.14,312.34,1704,38.66,13.9,0,No_Failure,0.05783000870119231,2.7923775307028875,12.331290727621022,11.975257263769585,9.35546992290995
2586,M,300.14,309.85,1638,33.05,175.1,0,No_Failure,0.18066800414601536,2.7496966340646054,107.45161680915862,74.07481245887874,51.19693219599082
2587,L,299.52,309.26,1650,43.74,48.8,0,No_Failure,0.06203504936966066,3.4080492313903235,24.14271618336879,16.542018622507445,15.089439219321804
2588,M,301.92,311.22,1585,43.19,120.1,0,No_Failure,0.10434597712684192,2.9369551887418397,74.29301005262403,51.635260838553954,23.32542576296971
2589,L,298.03,308.12,1566,32.76,108.6,0,No_Failure,0.09772486883868091,3.074474398367955,58.14318090814471,45.373996440671625,27.573785359571644
2590,M,298.45,308.65,1239,50.26,120.0,0,No_Failure,0.10786303567081149,2.8700264470528145,51.49545729143648,43.19964081538783,32.29669564202615
2591,M,297.98,308.79,1564,57.06,96.9,0,No_Failure,0.08255178140006676,3.204369727232456,45.56353320806075,38.4358243568296,21.38440788446488
2592,M,300.17,310.97,1480,40.49,63.6,0,No_Failure,0.06578850420161649,3.5832228626870597,25.68931480621981,19.10838659371096,12.254220466385279
2593,L,297.82,305.52,1598,43.02,112.2,0,No_Failure,0.09859425531146197,3.241612081142265,62.310469307475046,36.394778537801486,29.650322550341485
2594,L,298.63,308.48,1487,28.95,11.6,0,No_Failure,0.05831865941408111,3.064040875183246,14.817946576091872,8.1701946048189,9.373726675934451
2595,L,298.59,309.97,1637,47.37,60.6,0,No_Failure,0.06668894818279085,3.456957642597681,24.180633240078553,20.92772783990535,10.959065962503109
2596,M,299.48,309.04,1669,44.64,199.2,0,No_Failure,0.22356582084392695,2.9655040864819386,145.35833698264378,123.35849505434473,70.33764029690768
2597,L,297.03,308.16,1000,36.74,210.7,0,No_Failure,0.24454927446056118,2.586159743518196,161.68702599268428,109.79013854404492,81.40206498862827
2598,L,300.17,309.87,1422,32.57,178.8,0,No_Failure,0.18565155862543206,2.5088590393351375,143.8178257143802,88.26211819249963,51.56315184570855
2599,L,302.49,312.67,1166,58.48,158.1,0,No_Failure,0.1543277608579525,2.742612382191963,98.52709883222556,85.44051317205712,40.59290975772355
2600,L,300.27,309.13,1543,43.83,202.8,0,No_Failure,0.23157084586951812,2.46668775446795,141.07043354371538,129.07928358751002,78.00080449702322
2601,M,303.08,311.98,1446,30.82,35.0,0,No_Failure,0.060290090163589535,3.365702203323356,16.602764116794226,17.124772227550427,12.740878232208527
2602,L,302.67,313.39,1744,48.56,131.3,0,No_Failure,0.11940701057715386,3.333393876694976,68.81382774097206,59.43371059621563,34.082075609643326
2603,M,301.56,312.44,1537,42.3,32.1,0,No_Failure,0.06010300477565358,3.142003114358848,15.084492525438096,16.430833415920084,11.203523179959848
2604,L,300.15,310.18,1413,40.59,194.5,0,No_Failure,0.21380202897258757,2.507332179367544,150.6745484469031,109.20367266611795,68.20454695823535
2605,L,300.05,308.82,1669,49.79,130.1,0,No_Failure,0.11475035170608631,2.8647252801592065,67.3674300634704,58.78453840761054,33.59250750963987
2606,L,301.53,311.57,1443,13.87,202.5,1,Power_Failure,0.23118090381800332,2.574753757889674,144.79259368445636,106.39751042477519,74.274164474008
2607,L,299.22,310.47,1410,21.93,199.8,0,No_Failure,0.22204022767375706,2.604926575950862,143.1967115530947,121.8460236393175,70.45005926036825
2608,L,296.23,307.98,1571,53.79,116.6,0,No_Failure,0.10151042072685719,3.2720542209254,51.76288308253453,39.7054783954071,28.250282073984017
2609,M,300.98,310.67,1790,38.71,127.2,0,No_Failure,0.1137986890255495,2.731474428093239,80.60816001367677,53.56960974465589,30.568406507395693
2610,L,297.74,306.08,1654,35.73,7.1,0,No_Failure,0.056531953766015046,3.3548225650486527,16.777398778837163,9.010200980744981,8.761429379698637
2611,M,298.08,308.92,1602,26.62,133.9,0,No_Failure,0.12065619543741728,2.9656563091926094,73.11364095369136,59.56358484301424,36.185001219328484
2612,L,300.0,309.72,1995,41.94,169.4,0,No_Failure,0.17025102996468067,2.6202214583422165,128.40078322979966,69.11644611184664,47.855218527036655
2613,L,299.81,310.75,1368,43.17,58.4,0,No_Failure,0.06562020150577969,3.671537431716475,24.208161125421007,22.713606907530874,10.734848766908508
2614,M,297.18,307.46,1364,54.41,249.6,1,Tool_Wear_Failure,0.3353181791406145,2.4418575790039143,248.33347786451102,187.01096781494104,106.87600490962517
2615,L,300.33,309.45,1526,43.72,243.7,1,Tool_Wear_Failure,0.31604527248443565,2.533687646857119,246.85145730545622,153.1788754669345,80.4949026686281
2616,L,301.93,311.99,1773,36.97,70.7,0,No_Failure,0.06999068887956746,2.96495311362609,25.207410573267737,19.97441810437135,12.969998094946613
2617,L,297.74,309.05,1330,44.06,178.2,0,No_Failure,0.18715547060600926,2.721273371153117,133.9014462671751,73.17725129025891,51.02269436061907
2618,L,302.54,312.4,1816,51.09,7.5,0,No_Failure,0.056738847152328804,3.79791963367729,11.85853740574703,10.046639257750376,10.89006947030596
2619,M,296.88,305.84,1241,48.91,169.4,0,No_Failure,0.16909559370651994,2.5649836239961417,99.9601762360989,63.624388879621876,58.19497112752305
2620,L,304.23,312.65,1478,46.21,156.0,0,No_Failure,0.15227464383087452,2.646169517823313,96.17753262346835,79.6153309387814,36.57607857224394
2621,M,299.18,308.41,1531,42.75,208.5,0,No_Failure,0.23942674796790492,2.7745483012231804,176.47767678023115,104.71153372999376,60.334831304264014
2622,M,300.29,309.88,1341,34.19,79.1,0,No_Failure,0.07175571711586749,3.006204716664226,32.18843462720237,30.911947805471534,18.160733221045216
2623,L,296.22,307.04,1388,29.67,219.5,0,No_Failure,0.2629833510893603,2.4044469391549845,208.95473852369224,148.39777272881113,86.69942891836446
2624,H,299.88,308.75,1643,28.09,219.5,0,No_Failure,0.261678955552414,2.385748402001436,161.2522624747951,121.36449741417702,84.9303920755962
2625,L,300.46,312.01,1759,43.94,167.4,0,No_Failure,0.16580998755024046,2.8287031072607123,122.56501906748848,92.45885168458604,55.177805425409005
2626,H,299.83,308.49,1119,44.98,123.1,0,No_Failure,0.10872760808401995,3.0312694764303374,73.5620753055158,58.031494628334755,25.01720544607416
2627,L,298.87,311.21,1532,50.94,154.6,0,No_Failure,0.14839221655621077,2.5173906080523842,104.63352691198332,65.94141083511592,35.98483084535386
2628,M,298.11,309.83,1480,45.62,185.5,0,No_Failure,0.19892211719820757,2.5684335530442226,137.79499007755373,101.06903934150847,48.35892194439133
2629,L,302.26,312.4,1519,50.51,243.8,1,Tool_Wear_Failure,0.31963870670005207,2.304486617507717,249.250545628162,184.50184173688746,96.93085436969648
2630,L,300.06,308.41,1443,38.69,30.4,0,No_Failure,0.05976895338996507,3.110081669489246,18.980000051493715,13.363132079483268,8.471952351874188
2631,M,303.08,313.03,1268,47.71,81.3,0,No_Failure,0.07621125692645117,2.86246072842661,35.28318732271023,27.869600054060687,15.411621303162043
2632,M,298.95,308.56,1778,29.99,198.2,0,No_Failure,0.21973378861693546,2.5699620005765484,136.45878704440463,113.73761567837015,60.11860807390082
2633,L,299.13,307.86,1709,39.4,102.3,0,No_Failure,0.09204043395005558,3.0645680590562923,45.78621426316513,34.14385830937889,26.023820564237276
2634,L,301.63,311.92,1481,21.69,168.1,0,No_Failure,0.1710834080851586,2.6015272349287497,120.96394158860221,79.25528503306117,46.413388434290994
2635,M,296.75,305.93,1412,40.32,36.3,0,No_Failure,0.0598145003612256,3.3492749468057825,16.68904478993235,14.263407253039041,11.483059654493287
2636,M,297.57,306.86,1390,52.25,180.3,0,No_Failure,0.18644363929857388,2.6557873823469222,142.48281128599933,98.10040268879584,59.05138707514968
2637,H,302.19,311.99,1035,40.7,173.5,0,No_Failure,0.17583496828111403,2.699682926624619,106.06685773947976,91.53340834450114,58.7989484607473
2638,M,297.66,307.08,1564,47.22,149.5,0,No_Failure,0.13972412405502405,2.838693681093713,98.0185028003449,73.41855335416479,44.616314970709965
2639,H,296.36,308.44,1640,42.73,196.3,0,No_Failure,0.21746046428583013,2.5842322851792487,116.50564430806351,83.90929316490093,70.7644791908727
2640,M,303.74,313.2,1525,34.3,223.0,0,No_Failure,0.2694713009026724,2.4565491670503095,210.70062706567518,134.89537055025744,67.84487338940285
2641,L,297.21,307.65,1484,38.13,207.3,0,No_Failure,0.24049953203984367,2.5200453928215425,182.7566989743437,99.76207391049509,68.8263092115287
2642,L,300.37,310.51,1524,51.8,31.9,0,No_Failure,0.05897455290068944,3.215171431694425,17.651290727784644,15.3178322427706,10.770696928934663
2643,M,300.14,310.49,1346,47.17,189.1,0,No_Failure,0.20304744063821542,2.6330663443816498,139.85809034625413,108.1599860740108,72.39314855292054
2644,M,294.38,304.81,1410,33.82,115.4,0,No_Failure,0.09997800055893553,3.0792304627746896,55.0392460331502,48.827938286664406,29.091386996973846
